"id","flex","level","female","haskids","salary","tenure","produc"
1562,1,"Manager",1,0,112076.944180946,8,6.29
1563,1,"Entry",0,1,49193.9785714166,1,4.26
1564,1,"Manager",1,0,99132.0814287524,4,4.36
1565,1,"Manager",1,1,112063.955440073,5,4.34
1566,1,"Manager",0,1,116971.174222346,7,4.63
1567,0,"Manager",0,1,131804.58693241,12,4.89
1568,1,"Entry",0,0,46514.8557649748,2,7.58
1569,0,"Manager",0,1,125611.111454948,10,5.28
1570,0,"Entry",0,0,47690.7798682989,1,4.57
1571,1,"Manager",0,0,120175.986513693,9,7.38
1572,1,"Entry",1,1,49496.6736732495,3,6.6
1573,1,"Entry",0,1,51788.061641093,2,5.27
1574,1,"Entry",1,1,50485.1550597564,3,5.75
1575,1,"Entry",1,1,43839.0199799416,1,6.53
1576,1,"Manager",0,0,124566.119040782,9,6.44
1577,1,"Entry",1,0,52477.0132313649,3,7.18
1578,1,"Entry",0,1,53672.2389791862,2,5.15
1579,0,"Entry",0,0,43584.3042728885,0,4.57
1580,0,"Entry",1,0,53343.9024597158,2,5.92
1581,1,"Manager",0,1,120399.443109299,9,4.55
1582,1,"Manager",1,0,113358.252296938,7,7.79
1583,0,"Entry",0,0,49751.9461582856,1,5.92
1584,1,"Entry",1,1,48973.8038418381,2,4.37
1585,1,"Manager",0,1,136296.933106117,10,6.21
1586,0,"Entry",1,0,50082.0807136436,1,5.24
1587,1,"Entry",0,1,49619.1588810627,2,5.9
1588,0,"Manager",1,0,109018.365084312,6,5.41
1589,0,"Entry",0,0,52274.0027630023,3,5.24
1590,0,"Entry",1,0,53669.2402465697,2,5.24
1591,1,"Manager",1,1,101033.657781873,6,4.2
1592,0,"Entry",1,1,49453.4263640058,2,3.66
1593,1,"Manager",1,1,109298.37853936,7,6.92
1594,0,"Entry",0,0,45408.776897181,1,5.92
1595,0,"Entry",1,0,53550.6332503016,2,5.92
1596,0,"Entry",1,0,47646.0368705459,2,5.92
1597,0,"Entry",0,0,44412.6404520565,1,5.92
1598,1,"Entry",1,0,49990.1102097247,2,7.96
1599,1,"Manager",0,1,126369.690046585,9,6.08
1600,1,"Manager",0,1,134562.557833785,12,5.32
1601,1,"Manager",0,1,124583.115578899,8,6.34
1602,1,"Manager",0,1,119842.158595004,9,4.19
1603,0,"Entry",0,1,44082.5316360665,0,3.34
1604,1,"Entry",0,1,49032.1494732154,2,5.15
1605,1,"Manager",0,1,129578.734712999,9,6.8
1606,1,"Manager",1,0,100253.408350596,4,7.52
1607,1,"Entry",0,1,50261.4452516287,2,3.66
1608,1,"Manager",1,1,105524.03175956,3,6.49
1609,1,"Manager",0,1,136984.529842308,11,5.76
1610,1,"Entry",1,0,50166.1940924592,2,5.81
1611,0,"Entry",0,0,52216.0860871032,3,5.24
1612,1,"Manager",1,1,116792.944534625,9,3.61
1613,1,"Manager",0,1,114980.483400085,7,4.69
1614,0,"Manager",1,1,119117.863745809,7,3.59
1615,0,"Entry",0,0,53967.4766315427,3,4.57
1616,1,"Manager",0,1,107941.287171877,7,5.9
1617,0,"Entry",1,1,52825.3627553808,2,2.93
1618,1,"Manager",0,1,141129.526536666,11,4.84
1619,1,"Manager",0,1,119172.423780127,6,6.9
1620,1,"Entry",1,1,52169.882738296,1,5.57
1621,0,"Entry",0,1,52132.6519073973,2,4.97
1622,1,"Manager",1,0,126447.719584582,8,6.21
1623,0,"Entry",1,0,53790.0990173421,3,3.9
1624,1,"Manager",0,1,132355.478762773,12,5.22
1625,1,"Manager",0,1,141586.974335359,14,7.87
1626,1,"Manager",0,1,127356.117892809,11,7.77
1627,1,"Entry",1,1,48362.8167104439,1,5.49
1628,1,"Entry",0,1,53583.7175480861,2,4.88
1629,1,"Entry",0,1,45047.9687288033,1,4.21
1630,1,"Manager",0,1,121995.117599778,9,5.88
1631,1,"Entry",0,1,46738.0250706247,2,3.99
1632,1,"Manager",0,1,126913.641027199,9,4.56
1633,1,"Entry",0,1,53427.825574672,2,4.66
1634,0,"Entry",0,1,49218.665501574,2,2.01
1635,1,"Manager",0,1,119625.298172753,8,6.17
1636,1,"Entry",0,1,48105.3561799813,2,3.83
1637,1,"Entry",0,0,52335.5447891156,2,7.96
1638,1,"Manager",0,0,124099.993988339,9,8.47
1639,1,"Manager",0,1,123123.431919538,9,5.49
1640,1,"Entry",1,1,53722.6528010122,2,5.2
1641,0,"Entry",1,0,45463.7714483057,1,4.57
1642,1,"Entry",1,1,42054.2368471978,0,4.58
1643,1,"Manager",0,1,105136.833267143,4,5.37
1644,1,"Manager",1,1,126134.055064084,10,6.59
1645,1,"Manager",1,0,143197.221976335,14,7.56
1646,0,"Entry",0,0,43231.992694735,0,6.59
1647,1,"Entry",1,1,49265.6962962335,2,5.76
1648,1,"Entry",0,1,55461.1267019914,3,3.81
1649,1,"Manager",1,0,107014.996185879,7,6.62
1650,1,"Manager",0,1,129961.904644387,10,6.64
1651,1,"Manager",0,1,129412.278459172,10,6.51
1652,0,"Entry",0,0,44661.8214969298,0,4.57
1653,0,"Manager",1,0,108279.451720873,5,4.97
1654,1,"Manager",1,1,97200.5690331728,2,5.63
1655,1,"Manager",0,1,113132.724798214,8,3.78
1656,0,"Entry",1,1,53120.5972279626,3,3.03
1657,1,"Entry",1,0,45389.8029464351,1,6.09
1658,0,"Entry",0,1,49170.5772575718,2,4.69
1659,1,"Manager",1,1,117325.515482488,9,7.67
1660,0,"Entry",1,0,50591.6946331811,3,6.59
1661,1,"Manager",0,0,114189.264794328,8,6.32
1662,1,"Manager",0,1,142258.894560965,14,6.09
1663,1,"Manager",0,1,120193.216792989,10,3.77
1664,0,"Manager",1,1,95184.8752782518,2,4.23
1665,0,"Entry",1,0,47142.0042276488,1,6.59
1666,1,"Entry",0,1,52577.0044881492,3,4.53
1667,0,"Manager",0,1,110296.941134028,8,2.72
1668,0,"Manager",1,1,116984.907562459,7,5.89
1669,1,"Manager",0,1,119162.480664334,8,7.24
1670,0,"Manager",0,0,128853.345994834,10,5.75
1671,0,"Manager",0,0,130671.800754236,11,6.74
1672,0,"Entry",1,0,50780.3113494145,1,4.57
1673,1,"Manager",0,1,127336.938440327,8,3.99
1674,1,"Entry",0,0,50573.1706777768,1,6.95
1675,1,"Manager",0,1,115930.033480302,8,5.64
1676,0,"Manager",0,1,145576.194202383,12,4.32
1677,1,"Manager",1,1,114427.457145011,7,3.15
1678,1,"Manager",0,1,102573.094518899,3,6.69
1679,0,"Entry",1,0,48404.3716160594,2,5.92
1680,1,"Entry",1,0,50808.6984270716,1,8.07
1681,1,"Manager",0,1,105548.389751152,6,5.83
1682,0,"Manager",1,0,102841.93488204,5,6.47
1683,0,"Entry",0,0,46426.2499478317,1,5.92
1684,0,"Entry",1,0,50298.0699529371,3,5.24
1685,1,"Manager",1,1,95315.4726226972,5,3.65
1686,1,"Manager",0,1,121965.215089953,7,3.44
1687,1,"Manager",1,0,113456.832222155,8,7.29
1688,0,"Entry",0,0,45699.8824797597,2,5.24
1689,1,"Manager",1,1,108023.533777825,6,4.63
1690,1,"Entry",1,1,42266.437260289,1,3.75
1691,1,"Entry",0,1,55961.6910913258,3,5.85
1692,1,"Entry",1,1,40888.1284016071,1,4.92
1693,0,"Entry",1,0,53412.527189564,2,3.23
1694,0,"Manager",0,1,114567.088099641,7,3.25
1695,1,"Manager",1,1,114060.458811714,8,4.02
1696,0,"Manager",0,1,127276.053747568,11,3.96
1697,1,"Entry",0,1,49405.0346923775,1,5.98
1698,1,"Manager",0,1,129899.042086305,11,5.64
1699,1,"Manager",0,0,103251.957155529,3,6.61
1700,1,"Manager",0,1,114565.387783005,6,3.18
1701,1,"Manager",0,1,132088.682319148,9,4.08
1702,0,"Manager",1,0,103576.936174167,5,4.94
1703,1,"Entry",0,0,51873.4142488503,2,7.95
1704,1,"Entry",1,1,44143.8043077396,1,5.17
1705,0,"Entry",1,0,56394.989486139,3,5.24
1706,1,"Entry",0,1,50465.4881938155,2,6.12
1707,1,"Manager",0,0,117459.095237225,6,6.49
1708,1,"Manager",0,1,137152.17494211,13,6.96
1709,0,"Manager",1,0,93395.7036826338,2,5.84
1710,1,"Manager",1,1,108900.951935137,4,6.26
1711,1,"Entry",1,0,52202.9539628998,3,6.59
1712,1,"Entry",0,0,43931.2899222389,1,6.65
1713,0,"Entry",0,0,48667.7965254275,1,6.59
1714,0,"Manager",1,1,94979.596707479,2,2.74
1715,1,"Entry",1,1,56483.3366250892,3,7.25
1716,0,"Manager",1,0,114781.209421988,5,4.45
1717,0,"Manager",0,0,138095.371018868,12,6.77
1718,1,"Manager",1,1,113212.151244924,8,5.49
1719,1,"Manager",1,1,126094.897153953,8,7.11
1720,1,"Manager",0,1,111583.716075141,7,3.41
1721,0,"Manager",1,0,115151.769718807,7,7.36
1722,1,"Entry",0,1,51163.485141279,3,6.03
1723,0,"Entry",1,0,40271.3711930687,0,4.57
1724,1,"Entry",0,1,49064.7225365169,1,5.76
1725,1,"Manager",0,1,98109.5122739774,4,6.96
1726,0,"Entry",1,0,51534.9493467615,1,5.92
1727,1,"Entry",0,1,48538.7463819236,1,2.91
1728,1,"Entry",0,1,48591.2662572886,1,6
1729,0,"Manager",0,0,137375.222400903,12,7.35
1730,0,"Entry",1,1,46872.5630808213,1,1.12
1731,0,"Entry",1,1,47343.4890398377,1,3.88
1732,1,"Manager",1,1,117494.24786218,8,4.89
1733,1,"Entry",0,1,47364.9572141839,1,5.89
1734,0,"Entry",0,0,43845.8066910415,1,3.23
1735,1,"Entry",0,1,46819.1390767872,1,6.63
1736,0,"Manager",0,0,127808.705579674,11,5.22
1737,1,"Entry",0,0,52838.7569420111,3,7.14
1738,0,"Entry",0,0,55653.3577524312,3,7.26
1739,1,"Manager",0,1,149382.998401957,13,5.19
1740,0,"Entry",0,0,42392.5647598839,0,6.59
1741,1,"Manager",0,1,138412.102440493,12,6.31
1742,1,"Manager",0,0,145059.198977048,15,7.1
1743,1,"Manager",0,1,128392.780277086,10,6.41
1744,1,"Manager",1,1,123154.024117145,10,7.25
1745,1,"Manager",0,1,112379.274975654,6,5.01
1746,1,"Entry",0,0,49361.4926149459,1,6.7
1747,1,"Manager",0,0,144063.803351791,12,6.74
1748,1,"Manager",0,0,131818.615593184,10,7.45
1749,0,"Entry",1,0,52556.3200271789,3,5.24
1750,0,"Entry",0,0,51505.8441446043,3,7.26
1751,0,"Entry",1,1,45279.4026711262,2,3.76
1752,0,"Manager",1,1,105618.78999633,5,4.79
1753,0,"Entry",1,1,45200.2996303216,2,5.13
1754,0,"Entry",0,0,54905.0814303705,3,5.92
1755,0,"Manager",1,0,130169.809998967,10,5.73
1756,1,"Manager",1,1,107869.515417099,6,7.16
1757,1,"Entry",0,1,48066.7449362808,2,6.75
1758,0,"Entry",1,0,47150.2585156628,1,5.24
1759,0,"Manager",0,0,124209.963603425,8,6.6
1760,0,"Entry",0,0,55210.6639895976,4,5.92
1761,1,"Manager",1,1,113615.981498791,7,5.52
1762,1,"Entry",0,0,47152.820122249,2,4.18
1763,0,"Entry",0,0,52450.667142579,3,4.57
1764,1,"Manager",1,1,116748.031303464,6,5.45
1765,1,"Entry",0,1,52172.3057046302,3,4.13
1766,1,"Entry",0,1,47371.7429445071,2,3.81
1767,0,"Entry",0,1,45805.5915230295,1,1.21
1768,1,"Entry",1,0,55319.3491844792,3,6.58
1769,0,"Entry",0,0,56001.6661473462,2,5.24
1770,1,"Manager",0,1,132676.473642425,11,7.24
1771,0,"Manager",0,0,128159.851311346,11,4.79
1772,1,"Entry",0,0,47873.2167113153,2,7.31
1773,1,"Manager",0,1,133474.487411964,10,2.66
1774,1,"Manager",0,1,124832.309005535,11,4.13
1775,1,"Manager",1,0,118862.839275633,8,7
1776,1,"Manager",0,1,120303.877020653,7,6.05
1777,1,"Entry",0,0,51321.0321282271,2,5.84
1778,1,"Entry",0,0,51235.8888544795,1,5.67
1779,1,"Entry",0,1,49024.3225703951,3,5.6
1780,1,"Entry",0,0,46279.5786633088,1,8.18
1781,0,"Entry",0,0,47867.9361858181,1,5.92
1782,1,"Entry",1,1,50610.7452909536,1,5.26
1783,1,"Manager",1,1,121195.877314567,6,4.78
1784,1,"Entry",1,1,50828.0395614997,1,7.2
1785,0,"Entry",1,0,45470.1009551403,1,3.9
1786,0,"Manager",0,0,132651.594907195,11,6.49
1787,1,"Entry",1,0,54497.1980456624,2,5.82
1788,0,"Manager",0,0,106866.651418955,6,5.11
1789,1,"Manager",0,1,142834.498277379,12,4.98
1790,0,"Entry",0,0,47078.6887682438,2,5.24
1791,1,"Manager",0,1,130035.910734797,9,6.04
1792,1,"Manager",0,1,128022.822831538,9,4.37
1793,1,"Entry",1,0,48128.3681235369,2,8.35
1794,0,"Entry",1,0,47010.409977093,1,6.59
1795,1,"Manager",1,0,101849.404500808,5,5.69
1796,1,"Entry",1,0,50524.3644749746,1,6.77
1797,1,"Entry",0,1,47610.5967830596,2,6.82
1798,1,"Manager",1,1,124815.918369049,10,7.52
1799,0,"Entry",0,0,48890.6755434915,2,5.92
1800,0,"Manager",0,1,119233.077245918,7,4.28
1801,0,"Entry",1,0,40253.528588246,1,5.92
1802,0,"Manager",1,1,96249.8320937355,2,4.6
1803,1,"Entry",0,1,50127.4291691724,3,4.62
1804,0,"Entry",0,1,54182.866383851,3,2.43
1805,1,"Manager",1,1,112137.113974233,8,6.63
1806,0,"Entry",1,1,47298.7041122324,1,3.35
1807,0,"Manager",0,1,128213.380145646,10,5.14
1808,1,"Manager",0,0,127053.738514975,8,7.38
1809,1,"Manager",0,1,144408.269752605,11,2.98
1810,1,"Entry",1,1,46506.2955948335,1,8.36
1811,0,"Manager",0,0,111459.479037106,5,7.47
1812,1,"Manager",0,0,121007.056097985,9,6.52
1813,1,"Manager",0,1,129709.392824175,10,5.58
1814,1,"Entry",0,1,48064.254481267,2,6.59
1815,0,"Entry",1,1,54780.4429488313,2,3.45
1816,1,"Entry",1,1,55786.2859029085,3,5.35
1817,0,"Entry",0,1,49774.5964380686,2,4.16
1818,1,"Manager",0,0,146487.43931295,14,9
1819,1,"Manager",1,1,120404.250333387,8,5.31
1820,1,"Entry",0,0,56065.9353400706,4,7.44
1821,1,"Entry",0,0,49137.8754099451,1,8.51
1822,0,"Entry",0,1,48979.6693443446,1,2.06
1823,1,"Manager",1,1,99458.1137173562,4,6.6
1824,1,"Manager",0,1,124916.614075279,7,4.96
1825,1,"Manager",1,1,119546.886446448,7,5.52
1826,0,"Entry",1,0,48284.3232445613,2,4.57
1827,0,"Entry",0,0,47622.8116594471,1,5.92
1828,0,"Entry",0,0,49287.985044347,1,4.57
1829,1,"Entry",0,1,48808.6019900719,1,3.22
1830,0,"Manager",0,0,123085.631038119,10,5.21
1831,0,"Entry",0,0,50020.0637651795,1,3.23
1832,0,"Entry",0,0,55551.6189754366,3,5.92
1833,0,"Entry",1,0,52828.4935101041,2,5.24
1834,1,"Manager",0,0,105522.908507608,6,6.99
1835,1,"Entry",0,1,49392.9569366751,2,5.57
1836,1,"Manager",0,1,126865.19320645,8,5.45
1837,1,"Entry",0,0,51059.9073184342,2,7.99
1838,1,"Manager",0,1,120425.58735185,9,4.06
1839,1,"Entry",1,1,49200.9492790148,2,6.1
1840,1,"Entry",0,0,47148.8263523706,1,7.29
1841,1,"Manager",0,1,104296.422062481,4,4.66
1842,0,"Manager",0,1,123205.78839995,9,3.81
1843,0,"Entry",1,0,44255.2077519437,0,6.59
1844,1,"Entry",0,0,51061.6785962762,3,6.46
1845,1,"Manager",0,1,124832.885902621,7,6.44
1846,1,"Entry",1,1,54581.2746522259,3,6.49
1847,1,"Manager",0,1,117107.138909166,7,4.75
1848,1,"Manager",0,1,102814.266886073,6,5.46
1849,1,"Manager",0,0,135133.633072071,10,9.72
1850,0,"Manager",1,1,124241.67798364,8,5.38
1851,0,"Entry",0,0,55169.8634284225,4,5.92
1852,1,"Manager",1,1,113611.451334869,6,5.21
1853,0,"Manager",0,0,125131.943383958,8,5.95
1854,1,"Entry",0,1,48952.8680076559,2,5.98
1855,0,"Entry",0,0,48038.8732706204,2,5.24
1856,0,"Manager",0,0,136936.675589508,10,6.03
1857,0,"Entry",0,0,51362.3107917622,1,7.26
1858,1,"Entry",1,1,52473.6335147931,2,4.99
1859,1,"Entry",0,1,44888.8919488064,1,5.11
1860,1,"Manager",0,1,121836.292839124,7,5.28
1861,1,"Manager",0,0,113731.168960993,6,7.41
1862,0,"Entry",0,0,45434.6791864522,2,5.92
1863,1,"Manager",1,0,106931.063202646,4,5.15
1864,0,"Entry",0,0,50812.7442682136,2,5.92
1865,0,"Entry",0,0,48089.1140614919,1,3.9
1866,1,"Entry",0,1,44755.7550895132,1,5.01
1867,0,"Entry",0,1,48731.7517413204,1,5.25
1868,1,"Manager",0,0,96336.0317275365,2,5.99
1869,1,"Manager",1,0,90759.7584197677,4,7.79
1870,0,"Entry",0,0,47899.5522731863,1,6.59
1871,0,"Entry",0,0,53636.4355343747,3,3.23
1872,1,"Manager",0,0,127489.790850856,8,9.83
1873,1,"Manager",1,1,114464.419639522,5,7.09
1874,0,"Entry",1,0,47009.8502259345,1,5.92
1875,0,"Manager",0,1,122387.615674327,8,2.63
1876,1,"Entry",0,0,53988.9002666372,2,7.72
1877,0,"Manager",0,1,138991.255395066,10,5.51
1878,0,"Entry",0,1,47918.1996036668,1,3.7
1879,1,"Manager",0,1,113736.568193924,5,6.36
1880,1,"Entry",0,0,56956.8395112943,3,4.9
1881,1,"Manager",0,1,126549.057805676,9,5.39
1882,1,"Entry",0,1,52663.3693230801,3,3.14
1883,0,"Entry",1,0,50607.4453091337,2,4.57
1884,1,"Manager",0,1,122955.196976445,7,6.02
1885,0,"Entry",1,0,45436.9805804466,1,5.92
1886,1,"Entry",0,0,46171.3264286838,2,5.61
1887,0,"Entry",0,0,51882.6547550402,2,5.24
1888,1,"Manager",0,1,109589.710772215,6,5.95
1889,1,"Manager",0,0,131226.129597808,11,7.96
1890,1,"Manager",0,1,121478.458414356,7,6.61
1891,0,"Manager",0,0,112361.678511059,7,5.51
1892,1,"Manager",0,1,98071.6812163066,3,5.13
1893,1,"Entry",1,1,51628.6023368773,2,3.85
1894,0,"Entry",0,0,48816.3813318559,2,4.57
1895,1,"Entry",1,0,47821.5709242478,2,7.85
1896,0,"Manager",1,0,117001.205691971,7,6.12
1897,1,"Entry",1,1,50026.0268312434,2,6.02
1898,1,"Entry",1,1,52955.6898451626,3,3.79
1899,0,"Manager",0,0,119628.467159914,8,5.4
1900,1,"Manager",1,0,113829.464985529,7,9.96
1901,1,"Entry",0,1,54244.2380397293,2,5.53
1902,1,"Manager",0,1,116874.918831906,8,4.45
1903,1,"Manager",1,1,122130.884843459,8,6.41
1904,0,"Entry",0,0,46820.6041229824,2,7.26
1905,0,"Entry",1,0,54012.6082694512,4,5.92
1906,0,"Entry",1,0,44815.3542240682,1,3.9
1907,0,"Entry",0,0,53711.3251315528,4,5.24
1908,1,"Manager",0,1,132139.095599244,10,6.47
1909,1,"Manager",1,1,107929.570638607,5,3.75
1910,1,"Entry",1,0,52012.7569908258,3,7.22
1911,0,"Entry",1,1,44845.6209236333,0,2.54
1912,0,"Manager",0,1,121693.824574522,10,4.54
1913,1,"Manager",0,1,126427.402672756,9,5.28
1914,1,"Entry",0,1,44908.8874989367,1,5.48
1915,1,"Entry",0,1,55677.0415673186,4,3.36
1916,1,"Manager",0,1,132802.261510551,9,3.64
1917,1,"Manager",0,1,107075.307684462,7,7.62
1918,0,"Entry",0,0,51259.6647011155,2,3.9
1919,0,"Entry",0,1,52085.7960997031,2,4.88
1920,0,"Entry",0,0,55515.2102221252,3,6.59
1921,1,"Entry",0,1,49961.4681460679,1,4.33
1922,0,"Entry",1,1,45001.1119726219,1,4.07
1923,1,"Entry",0,1,46988.9968208927,1,3.81
1924,0,"Manager",0,0,118927.472410797,8,6.58
1925,0,"Manager",0,0,116214.492200981,7,7.01
1926,1,"Manager",1,1,110154.894176882,7,7.6
1927,1,"Entry",0,0,43585.9252348055,2,5.99
1928,0,"Entry",1,0,46871.0496475138,1,5.24
1929,0,"Manager",0,1,125141.026040482,9,4.03
1930,0,"Manager",0,1,141181.23323304,12,4.2
1931,1,"Manager",1,0,108200.91519399,7,9.5
1932,0,"Entry",1,1,54286.784731748,2,5.04
1933,1,"Entry",0,0,55683.751464996,3,6.84
1934,1,"Entry",0,0,46961.3296124938,2,7.59
1935,0,"Entry",0,1,48236.1479009115,2,3.83
1936,1,"Manager",1,1,95822.641003336,3,3.89
1937,0,"Manager",0,1,127592.233769229,9,3.35
1938,1,"Manager",0,0,121590.678661224,8,7.17
1939,1,"Manager",0,1,127939.369835207,9,6.82
1940,0,"Entry",1,0,46052.515960923,0,5.92
1941,0,"Entry",1,0,49118.7033209214,3,4.57
1942,1,"Manager",0,1,138973.961887947,11,5.9
1943,1,"Entry",0,0,51060.3604032846,2,7.04
1944,1,"Entry",0,1,54384.0164518955,4,4.17
1945,0,"Entry",0,1,48816.1941701258,1,2.49
1946,1,"Manager",0,1,115783.324164529,8,3.44
1947,1,"Manager",1,0,111550.869132752,8,8.88
1948,1,"Manager",1,0,104084.225260086,5,8.08
1949,0,"Entry",0,0,53432.3729684066,3,4.57
1950,1,"Entry",1,1,47281.5463811555,2,6.12
1951,1,"Entry",1,1,49316.1119618739,1,4.74
1952,0,"Entry",1,0,44800.1038371805,1,6.59
1953,1,"Manager",0,1,121306.47360192,8,5.06
1954,0,"Manager",0,0,116126.301350019,7,6.01
1955,1,"Entry",0,1,48069.267890682,1,4.93
1956,0,"Manager",1,1,106471.720106664,4,3.81
1957,0,"Manager",1,0,123619.663608501,10,5.92
1958,0,"Manager",0,1,134604.727366666,10,4.68
1959,1,"Entry",0,0,54836.9248247031,4,6.16
1960,1,"Entry",1,0,48467.2874347034,2,7.18
1961,0,"Manager",0,0,121138.326280264,7,6.16
1962,0,"Manager",0,0,121579.361353004,10,4.17
1963,1,"Entry",1,0,49789.5273960891,2,4.81
1964,1,"Manager",1,1,117785.489242193,6,5.35
1965,0,"Manager",0,0,128990.893673635,11,6.86
1966,0,"Entry",0,0,44234.4988438773,0,3.9
1967,0,"Entry",0,0,50304.3554852125,3,5.24
1968,0,"Entry",1,0,52389.460951455,3,5.24
1969,0,"Entry",0,1,53538.9648621034,2,3.97
1970,1,"Entry",1,1,52621.0669377849,2,4.76
1971,1,"Entry",0,1,44714.85835051,0,3.57
1972,1,"Entry",0,0,49924.8126958889,2,5.23
1973,1,"Manager",0,0,116852.712569245,6,5
1974,1,"Manager",0,1,121783.601824005,10,5.06
1975,0,"Manager",0,0,111554.251462474,6,8.67
1976,1,"Manager",0,0,120456.684454452,8,7.18
1977,1,"Entry",1,0,55963.6649621611,3,4.84
1978,1,"Manager",0,1,124207.019600044,10,6.84
1979,0,"Entry",0,1,50519.5251758775,3,2.82
1980,0,"Manager",0,1,139322.447277002,13,4
1981,1,"Manager",1,0,103655.74028057,6,8.76
1982,0,"Entry",0,0,51458.3221693819,3,5.24
1983,1,"Manager",0,0,119159.91046958,9,5.85
1984,1,"Manager",0,0,112946.920715477,5,7.58
1985,0,"Entry",0,0,40547.8569122175,0,4.57
1986,1,"Entry",1,0,48691.1029174826,2,7.02
1987,1,"Manager",1,1,96434.8327048466,3,5.98
1988,0,"Entry",0,0,49519.2390205492,2,4.57
1989,1,"Manager",0,1,131449.550512535,11,3.24
1990,0,"Entry",0,1,50111.4909024724,2,3.04
1991,0,"Manager",0,0,97774.8208456369,4,6.43
1992,1,"Entry",0,1,54100.9833428705,2,6.1
1993,0,"Entry",0,0,47625.90570665,1,6.59
1994,0,"Entry",0,0,45973.4311121653,1,5.92
1995,1,"Entry",0,1,49149.0894758096,3,4.26
1996,1,"Entry",1,1,51672.9221154424,3,5.03
1997,1,"Entry",1,0,50248.442890716,2,6.62
1998,1,"Manager",0,0,124393.297663236,8,8.96
1999,0,"Entry",0,0,50961.809710569,2,4.57
2000,1,"Entry",1,1,44226.2739349907,1,6.05
2001,1,"Manager",0,1,113305.685401246,8,4.27
2002,0,"Entry",1,1,42363.1686842591,1,4.39
2003,1,"Entry",1,1,55527.6824506437,2,6.3
2004,1,"Entry",0,1,43578.2479409764,2,4.33
2005,1,"Entry",0,0,44386.8967523442,2,6.8
2006,1,"Entry",0,1,48128.2070734538,2,4.1
2007,0,"Entry",0,0,47414.3972205197,2,4.57
2008,0,"Entry",0,1,44382.698995816,0,4.55
2009,1,"Manager",0,1,130073.770688375,9,5.87
2010,0,"Manager",0,0,118350.703401654,7,2.41
2011,1,"Entry",0,1,47216.5121054174,1,6.13
2012,1,"Entry",0,1,54673.9940370214,3,2.8
2013,1,"Manager",0,0,123274.138550098,8,7.86
2014,1,"Manager",0,1,141719.554767685,14,4.94
2015,1,"Manager",1,1,118936.832002616,9,4.34
2016,0,"Manager",0,0,119414.224694152,7,3.36
2017,1,"Entry",1,0,47206.2671865417,2,6.35
2018,0,"Entry",0,0,55284.2926421118,3,4.57
2019,1,"Manager",0,1,113360.944122726,8,5
2020,0,"Entry",0,1,48111.3772101848,1,4.89
2021,0,"Entry",0,0,54137.6843721603,2,6.59
2022,1,"Entry",0,1,43317.1165981721,0,6.65
2023,0,"Manager",0,0,135646.841593398,11,5.31
2024,1,"Manager",0,0,134625.39081911,11,6.48
2025,1,"Entry",1,0,49423.0100641756,1,6.46
2026,0,"Manager",1,1,109544.950225966,6,5.26
2027,0,"Manager",0,1,104221.079552789,6,3.9
2028,1,"Manager",1,0,112155.257693209,6,8.14
2029,1,"Manager",0,0,110398.075417161,7,7.24
2030,1,"Manager",1,1,111759.969850919,8,6.98
2031,0,"Entry",0,0,52789.2986573513,2,6.59
2032,0,"Entry",1,0,48698.9502570571,1,7.26
2033,1,"Manager",0,0,126501.548569829,10,7.32
2034,1,"Manager",1,1,121424.867415661,7,7.62
2035,0,"Manager",1,0,116240.640529053,8,3.77
2036,1,"Entry",0,1,44747.6487141139,0,3.04
2037,0,"Entry",1,0,42074.5686836219,0,5.92
2038,1,"Entry",1,0,51175.8422948751,3,6.84
2039,1,"Manager",0,1,116105.080650013,9,6.96
2040,1,"Manager",0,1,130634.77252423,11,4.6
2041,1,"Entry",0,1,47701.7045566395,1,5.58
2042,1,"Manager",0,1,103799.63939766,3,5.09
2043,1,"Manager",0,0,137713.006250808,13,6.38
2044,1,"Entry",1,0,55444.05626285,4,8.67
2045,1,"Entry",1,1,52616.2048764178,2,4.25
2046,0,"Manager",0,0,102118.931781327,4,4.98
2047,0,"Manager",0,1,124773.632779832,11,4.82
2048,1,"Manager",0,0,122711.293908327,7,6.8
2049,1,"Entry",0,1,47369.4742546349,2,5.23
2050,0,"Entry",1,0,49122.0293669372,3,5.92
2051,0,"Entry",1,0,45938.1032913407,2,5.24
2052,0,"Entry",1,1,49877.0238384846,1,2.46
2053,1,"Entry",0,1,43218.3249153172,1,6.9
2054,1,"Manager",0,1,131559.195714547,8,7.44
2055,1,"Entry",1,1,52284.3496779287,3,4.61
2056,0,"Manager",1,0,131563.223928736,10,6.64
2057,0,"Entry",0,0,51701.6106047572,2,6.59
2058,0,"Entry",0,0,47227.0748846318,1,5.24
2059,1,"Entry",1,1,49086.5090433184,3,6.28
2060,0,"Entry",0,0,52967.3187703398,3,3.9
2061,1,"Entry",0,1,48038.04196495,2,4.58
2062,0,"Manager",0,1,136306.569253114,13,4.91
2063,1,"Manager",0,1,152057.459807886,14,6.35
2064,1,"Entry",0,1,52781.6803456228,2,6.48
2065,1,"Entry",0,0,46583.9138656305,2,8.19
2066,1,"Manager",0,1,136167.860418056,11,6.84
2067,0,"Entry",1,0,45231.3473383363,1,5.24
2068,1,"Manager",1,1,111012.041226799,8,3.87
2069,1,"Manager",1,1,113312.463623126,8,5.8
